165	https://res.cloudinary.com/dzrh2ogbn/image/upload/v1768386287/cms_media/8ac5419eb3852afe248ea27a0713d648.jpg	image/jpeg	Promo Wesbite	Promo Wesbite	343746	2026-01-14 10:24:48.828	2026-01-14 10:24:48.828	3	cms_media/8ac5419eb3852afe248ea27a0713d648
166	https://res.cloudinary.com/dzrh2ogbn/image/upload/v1769407714/cms_media/a416db0c5f41d9f003631c8ad59e567a.jpg	image/jpeg	ttd-berkas-pt-perorangan	ttd-berkas-pt-perorangan	130154	2026-01-26 06:08:35.698	2026-01-26 06:08:35.698	1	cms_media/a416db0c5f41d9f003631c8ad59e567a
167	https://res.cloudinary.com/dzrh2ogbn/image/upload/v1769417858/cms_media/20dd33c70c5a12897dd96c05964085d0.jpg	image/jpeg	MBG suppa pinrang	MBG suppa pinrang	116180	2026-01-26 08:57:39.16	2026-01-26 08:57:39.16	1	cms_media/20dd33c70c5a12897dd96c05964085d0
168	https://res.cloudinary.com/dzrh2ogbn/image/upload/v1773125193/cms_media/d4e875a6232797d01300e27681932f52.jpg	image/jpeg	Aturan Baru Pembuatan NIB: Kini Harus Sesuai RDTR, Apa Dampaknya bagi Pelaku Usaha?	RDTR	72563	2026-03-10 06:46:34.264	2026-03-10 06:46:34.264	3	cms_media/d4e875a6232797d01300e27681932f52
169	https://res.cloudinary.com/dzrh2ogbn/image/upload/v1773126169/cms_media/72d2a708e46892fdb17113195f7548c7.jpg	image/jpeg	Aturan Baru OSS: NIB Harus Sesuai RDTR	RDTR	83686	2026-03-10 07:02:51.009	2026-03-10 07:02:51.009	3	cms_media/72d2a708e46892fdb17113195f7548c7
170	https://res.cloudinary.com/dzrh2ogbn/image/upload/v1779436890/cms_media/fd29581564408d91be5469070ffc4ccb.jpg	image/webp	guntur	guntur	26134	2026-05-22 08:01:30.755	2026-05-22 08:01:30.755	1	cms_media/fd29581564408d91be5469070ffc4ccb
171	https://res.cloudinary.com/dzrh2ogbn/image/upload/v1784281882/cms_media/a8d3f46d04f8b16d1230baef450ea660.png	image/png	Peraturan Pajak Terbaru	Peraturan Pajak Terbaru	117540	2026-07-17 09:51:23.314	2026-07-17 09:51:23.314	3	cms_media/a8d3f46d04f8b16d1230baef450ea660
\.


